id,title,adult,poster_path,actors,overview,popularity,release_date,vote_average,vote_count
25475,팅커벨 2: 팅커벨과 잃어버린 보물,False,/6tNldk2zPUzXVKkU9aeirM9Wotu.jpg,"[[52404, 'Mae Whitman', '/zuBG3jBfjfIoeY6gQeVMqrqPWGO.jpg'], [49915, 'Jesse McCartney', '/95f7jVXUwkHUUfj3AjvTJYx3pei.jpg'], [34902, 'Jane Horrocks', '/phYKQdBZgRwMT8w6ZEhvGc8zgvB.jpg'], [140, 'Lucy Liu', '/9nbtjqsx3De7hO2XDtrBQ7M9VCH.jpg'], [66896, 'Raven-Symoné', '/iyz6AbVgumSMsgZeSfsWpr4vewB.jpg'], [52775, 'Kristin Chenoweth', '/q3ENDu5n23FARhyij4FVRaTkSg4.jpg'], [93842, 'Angela Bartys', '/cv2V55LZgC280up7XxZ2eshs7TU.jpg'], [5657, 'Anjelica Huston', '/6hnYeHa7Rc1w1MmQ3JsLSIb7yCX.jpg'], [21063, 'Pamela Adlon', '/e541ePtwZuHYP3zT0ANmpqUDFlw.jpg'], [43125, 'Rob Paulsen', '/7buvKWIjPlspqruaO3b28V5owJr.jpg'], [34982, 'Jeff Bennett', '/p78svoOr99IA2oBOUzAH9cnPOwf.jpg'], [15761, 'Grey DeLisle', '/anib3yRL9GyUvTkYNHWxQPlXLUH.jpg'], [31531, 'John DiMaggio', '/awmyFwU6ErFJbGFFzhBYZ9AQn8m.jpg'], [93844, 'Eliza Pollack Zebert', None], [78317, 'Bob Bergen', '/soDD1xiV3zVQWOJzVdJwfgIqzfe.jpg'], [75038, 'Roger Craig Smith', '/oWrBIEULh80xAQ210njikYk70C4.jpg'], [93843, 'Thom Adcox-Hernandez', None]]","팅커벨과 요정들이 살고 있는 픽시 할로우 마을에 가을이 찾아온다. 가을 추수 때가 되면 그 계절의 신비로움은 절정에 달하는데, 올해 픽시 할로우에는 신비로운 푸른 보름달이 뜰 예정이다. 픽시 할로우 마을의 최고 재주꾼이 된 팅커벨에게 클래리언 여왕은 가을 축제에 푸른 보름달을 맞이할 새로운 가을 홀을 만들 것을 주문한다. 홀이란 바로 월장석을 얹어 놓을 수 있는 성스러운 지지대.",60.921,2009-09-03,6.8,821
290859,터미네이터: 다크 페이트,False,/nIoDNiWWOtCFdJRi89aFI98cdj0.jpg,"[[1110405, 'Mackenzie Davis', '/ekQbEIKh26jbz17P0wwLbo6uNs9.jpg'], [1596934, 'Natalia Reyes', '/9N7FNKUhjtinrNPy8ANvXrB7iEr.jpg'], [2713, 'Linda Hamilton', '/7FNn9Z5xkRS9EFbGL2tpmpph9xV.jpg'], [1100, 'Arnold Schwarzenegger', '/zEMhugsgXIpnQqO31GpAJYMUZZ1.jpg'], [111016, 'Gabriel Luna', '/mYVDObiZuw7DmsBHsLfZIAn37Tw.jpg'], [935201, 'Diego Boneta', '/hgEcC28oljaPBYi7ONMToQYMHMA.jpg'], [2573906, 'Ferran Fernández', None], [16441, 'Tristán Ulloa', '/sglKcvdU3e8hTy1kOghEbT0GdHS.jpg'], [2027068, 'Stephanie Gil', '/avOGwIv0hKVWhQ9cRkiBmmRDsCp.jpg'], [1092386, 'Tomás Álvarez', None], [1017294, 'Tom Hopper', '/qS8F31xn6ZoNBTOvcXZfWewgma2.jpg'], [25132, 'Alicia Borrachero', '/44E8TT0f10IQ9HwQfKYrA79857N.jpg'], [944099, 'Enrique Arce', '/1lACQepfukuZ0l6FnUpMO03WxcJ.jpg'], [2573915, 'Manuel Pacific', '/jkVERjEbXPleUMvLTRc25NGTLnC.jpg'], [30087, 'Fraser James', '/mGAPQG2OKTgdKFkp9YpvCSqcbgY.jpg'], [2428502, 'Pedro Rudolphi', '/19UcBPVKzbm7qMcAKPLP0Au02VR.jpg'], [1409828, 'Diego Martínez', '/jRvZGqdZSFY5kseE0EZelq9yBSd.jpg'], [2090994, 'Kevin Medina', None], [1102427, 'Steven Cree', '/oH9uSQMJPdFHeVggqvMwheW7nZl.jpg'], [25445, 'Matt Devere', '/5rgHPFJ028clroKVryimQWfQxUY.jpg'], [1509614, 'Karen Gagnon', '/Qq7SWS0H2A8g4E67o2XihuYpUF.jpg'], [6060, 'Neil Corbould', '/tyrIWpWILlaDroOuzRNI18G9PXn.jpg'], [1278554, 'Lorna Brown', '/Ah7ihv7APlYL2zMtOevMp4RiHZ.jpg'], [2258, 'Stuart McQuarrie', '/hdPU6SArZagRTCpw9wTYIePLF2S.jpg'], [2573934, 'José Cerós', None], [1744865, 'Shadday López', None], [1446100, 'Pedro Hernández', None], [2573936, 'Mariah Nonnemacher', None], [1676636, 'Peter Schueller', '/xeQte9pYSmWn4xaXfEEXd4WVo5p.jpg'], [2573938, 'Jacques A. Nevils', None], [2484837, 'Daniel Ibáñez', '/d2j4qq0TUasP8if26wIXQOP4kjS.jpg'], [1744390, 'Mona Martínez', '/v3mMZJtJGUQJEA2LYFogpZ8fIjw.jpg'], [2573939, 'Francis McBurney', None], [2573940, 'Mikey Bharj', None], [1321622, 'Samantha Coughlan', '/oTcw7AFY52UYyIjPLp9ZjySwivy.jpg'], [1439492, 'James Barriscale', '/f6vNqW2kqonNJ4bdPb31xIXG2kK.jpg'], [1750651, 'Alejandra Mayo', None], [2573944, 'Angelica Andreu', None], [1647101, 'Iria Calero', None], [2573945, 'Dan Stroiman', None], [1535344, 'Tábata Cerezo', '/lQaLeSkFMrFL2EGjEFsss9C4ALr.jpg'], [1700678, 'Nicholas Wittman', '/vx5qk9u45rsJdwqeuLvavfq2cat.jpg'], [1261477, 'Daniel Ortiz', '/iK16sFA1LV3k13EhCm11R2J0vOC.jpg'], [2573949, 'Mark Hesketh', '/bKWmvlaBXHLp3uayucPFq4ETpNs.jpg'], [1633867, 'Peter Ormond', '/5MquVrCrwkTOdRjnUauN427PUWW.jpg'], [2573950, 'Joaquín Molla', '/pnnHONF7nkxtmbL3A8ZjArBNm1H.jpg'], [2573952, 'Alberto Da La Sinda', None], [1180134, 'Mario de la Rosa', '/2EafPw8ar2K8eWfIsx8d5HByBgE.jpg'], [1462234, 'Zoltán Téglás', '/soObQrZwmw7UubvgkMvsJ74ckZN.jpg'], [1648551, 'Blair Jackson', '/eKsv9uTzIdAGRx0SIgBdzLROgbb.jpg'], [1583973, 'Phillip Garcia', '/hXOnEMXGpW2H8j6kf9q1gf6bXzS.jpg'], [1630258, 'Tarnue Massaquoi', '/7KsgcQscNQw3ZbOdlMNQcM1DFZK.jpg'], [2573962, 'Cleveland Berto', '/avhpOvkXDn0VSE6cXHneGKGXNrS.jpg'], [1152023, 'Christine Horn', '/pjLRUglYTx9yVQ9gHSWbN8ET7to.jpg'], [1163622, 'Pete Ploszek', '/9ZFxQLUQzfMNEHVqYjwK346vaCK.jpg'], [207367, 'Mark Weiler', '/8dybkSKoupy4y54KyBh5zrIN2Zg.jpg'], [1512909, 'Kacy Owens', '/2iut03OVnXRZ8gFB71Jcf05ypWx.jpg'], [1451123, 'Stephen Oyoung', '/oMdNxSd8cSZaYhpaDkaYQ40Z5o0.jpg'], [1674163, 'Anisha Gibbs', '/i7CssbSZarlvepS1xV7LkwXFszp.jpg'], [2510620, 'Anthony Oh', None], [2008229, 'Josh Wood', '/iUkZf4hlUyQ7GlCO9n0qexC9AD1.jpg'], [2573981, 'Aaron Kunitz', '/xlQTDQuJug9XKE4dA6R1QgdAZjk.jpg'], [820, 'Edward Furlong', '/e221dMIBgb6Lk092GIkHB9ohQF1.jpg'], [1889718, 'Geneviève Doang', '/tzyWEc16MnFmDKmcEHLy4HHDMBk.jpg'], [1333902, 'Georgia Simon', None], [2192069, 'Rochelle Neil', '/2yh4LuC6MvKI6LAePsBy8QwSRSM.jpg'], [1358087, 'Brett Azar', '/unGYT2dTlGVdVJx5twmN06DKLNT.jpg'], [3366339, 'Jude Collie', '/oCYXo3hguLCu5DgQYnX2eB4oDCG.jpg']]","심판의 날 그 후, 뒤바뀐 미래. 새로운 인류의 희망 대니를 지키기 위해 슈퍼 솔져 그레이스가 미래에서 찾아오고, 대니를 제거하기 위한 터미네이터 Rev-9의 추격이 시작된다. 최첨단 기술력으로 무장한 최강의 적 Rev-9의 무차별적인 공격에 쫓기기 시작하던 그레이스와 대니 앞에 터미네이터 헌터 사라 코너가 나타나 도움을 준다. 인류의 수호자이자 기계로 강화된 슈퍼 솔져 그레이스와 사라 코너는 대니를 지키기 위해 새로운 조력자를 찾아 나서고, Rev-9은 그들의 뒤를 끈질기게 추격하는데...",68.834,2019-10-23,6.5,4230
345887,더 이퀄라이저 2,False,/740Vk5zjq6caDFNtWGoUyGLxJZ5.jpg,"[[5292, 'Denzel Washington', '/cEU2Vrdo83izpGmOvbVAOz5jCof.jpg'], [1253360, 'Pedro Pascal', '/dBOrm29cr7NUrjiDQMTtrTyDpfy.jpg'], [1152019, 'Ashton Sanders', '/p113ohjLG0bjukQK7QnNIGe8Gn3.jpg'], [8984, 'Bill Pullman', '/nozp5ZCm4ikFb8Ih2J5ncpJFOfx.jpg'], [6832, 'Melissa Leo', '/tKNTvhmuO7FZMYYgRrZB6k8FT5K.jpg'], [152831, 'Jonathan Scarfe', '/uCgPUGJkwVkDQ9LkGtNUUdKeKsX.jpg'], [863, 'Orson Bean', '/2iz769YdycczgnGPZyXNsaN3TGR.jpg'], [34200, 'Sakina Jaffrey', '/9U6vixMcwkj8aEffy64UqsklHd.jpg'], [1110069, 'Kazy Tauginas', '/xjyyAgBORgnsBzC4yq4v0hGCdlz.jpg'], [2090144, 'Garrett Golden', None], [1205136, 'Adam Karst', '/uebUDkbx285Iv9NSWz1psydnVmh.jpg'], [2090145, 'Alican Barlas', '/kXQsa8COHrl3I0ZVOvYIDClsGlR.jpg'], [2090146, 'Rhys Olivia Cote', '/t2PFbR0NtFoe8Ct4MNnTn2v2YzA.jpg'], [1456292, 'Tamara Hickey', '/mXhzKgjdPiF0iNPXkvgwlEeX1WA.jpg'], [2090147, 'Ken Baltin', None], [1156040, 'Colin Allen', '/1lMG3BKMXzuI5eKe6HaHXfwBQaZ.jpg'], [2090148, 'Antoine de Lartigue', '/hSG5vgAXZLQEC1EG2t2XkO6uOFa.jpg'], [179012, 'Abigail Marlowe', '/2hsCcJ7UFJ1Rw66mv8KQMlvsYy2.jpg'], [2090149, 'Jim Loutzenhiser', None], [2090150, 'Alessandra Noelle Rosenfeld', '/ddDYZvUpjYmJOuOUUjyIlQz7YyC.jpg'], [2090151, 'Lillie Dickens', None], [2090152, 'Rex Baning', '/5p8IDt03Uv8dQX1cvtb7O0M89zy.jpg'], [1566993, 'Lance A. Williams', '/9ITZKZYmSdk9i7c2rnvGjnvfE96.jpg'], [1920000, 'Caroline Day', '/1B5WmVbWWWZTsT6elWfUnbaL0q3.jpg'], [2090153, 'Rory Benjamin Smith', None], [209799, 'Ted Arcidi', '/nc6bTXrH2oMZona66fT9Qy5mszM.jpg'], [2090154, 'Rutherford Cius', '/pf3pZqShbUggd2JTtnRv0e8dMEK.jpg'], [2090155, 'Wesley Pereira', None], [2090156, 'David Carrasquillo', None], [2090157, 'Nathaniel Chaney', None], [1711690, 'Jermaine Holt', None], [1765622, 'Drew Cooper', None], [89239, 'Jay Hieron', '/55HETMPecs728wtEZ4UbWB9UZIg.jpg'], [1745909, 'Naheem Garcia', '/l8YjAz3lTT0Pz01Z3XuUdNup3FQ.jpg'], [2090158, 'Gloria Papert', None], [2090159, 'Phil Tavares', '/xZ8B39ADzbR9DT0smbdBBRYwIgY.jpg'], [2090160, 'Tim Doherty', '/nwrmofK8y5sdPOewcJzMjwxwXCM.jpg'], [1891937, 'Cj Stuart', '/yh96j1t0ODt8CkdVJgNw0uhO3aD.jpg'], [105271, 'Donald Cerrone', '/yHRgWTQuKr5tAMeR3qTtsOQU0Jb.jpg'], [2090161, 'Gabrielle Lorthe', '/lig0iu7pEunSzMTUnlPUQvIi1Pe.jpg'], [2090162, 'Karen Strong', '/g0hfy2MNJ5pm4HUgsksAPTUD3rX.jpg'], [2090163, 'Marley Dauphin', '/o8p2swjyjI1o7ubA05leCai1L2C.jpg'], [2090164, 'Elena Capaldi', '/7Edbwx6lEhnsIKZH44B53SB7FAv.jpg'], [2090165, 'Penélope de la Rosa', None], [2090166, 'Miguel Nascimento', '/on4qZjkZcnVSlShgDvn28Fi5t8W.jpg'], [1467998, 'Maximillian McNamara', '/sCadd0kPmkQcSQ9XErOCzlLMJmL.jpg'], [2090167, 'Gerry Pucci', '/bEVqkdjM97HmMXo2OgZzFPoJBt9.jpg'], [1579763, 'Phyllis Kay', '/sW7SYTQRK4LEwyHMtmaqLD0YURm.jpg'], [2090168, 'Johnny L. Hernandez', '/xTWu6F9RtVKVudB1OP5TW4NluAf.jpg'], [78552, 'Andrei Arlovski', '/frbsUWa7jJu54KMsR3ZouIKHFuG.jpg'], [1508817, 'Liam McNeill', None], [1674440, 'Arthur Hiou', '/i8sMGXQbfAnu9jG2cR3v7xHQbhN.jpg'], [1244097, 'Lance Norris', None]]",전직 특수 요원 로버트 맥콜(덴젤 워싱턴)이 정의를 구현하기 위해 악행을 일삼는 범죄 집단을 소탕하는 덴젤 워싱턴의 숨막히는 범죄 액션 스릴러.,73.712,2018-07-19,6.7,4170
340382,진격의 거인 파트2,False,/anP49i1s7MT1LihcqqyvbjxZwVF.jpg,"[[133168, 'Haruma Miura', '/xqSju4IZgsak0eTbdnsyJamw3I4.jpg'], [226711, 'Kiko Mizuhara', '/cNR7BlOa17LQrmKGUSj0h4P2Uay.jpg'], [114725, 'Kanata Hongo', '/5BUmrqD3nbER1XV3ASSwFZitwwv.jpg'], [1098600, 'Hiroki Hasegawa', '/aWfpj9ndyDq2xsSrABRRscAkcaa.jpg'], [118579, 'Nanami Sakuraba', '/urkh0E7oJCyaAWOTdmfonRbSeqe.jpg'], [224664, 'Satomi Ishihara', '/etEMOTMyotBMWN57OV9wBGy5rd2.jpg'], [2541, 'Jun Kunimura', '/zC0GbuXQGPur7i8AkdPUWedmDKz.jpg'], [120913, 'Rina Takeda', '/fFATB3JHPs3ecfmliorW6q7uYtJ.jpg'], [1096815, 'Takahiro Miura', '/kOftuLkByvJx4t4waTccPf3PpNM.jpg'], [1015824, 'Ayame Misaki', '/7ViHWgrPifqwjMTGrzS7XI32VZs.jpg'], [120434, 'Pierre Taki', '/nIgFcU0smYH7FdzUt96d685uU1h.jpg'], [936281, 'Shu Watanabe', None], [1502395, 'Satoru Matsuo', '/8PaX65udpDordFfvjSNWcsRJflm.jpg']]","거인들의 무차별 살상, 희망이 사라진 세계!  세계의 멸망을 부르는 것은 거인인가? 인간인가!  정체를 알 수 없는 거인의 숨겨진 비밀이 드러나고,  인류멸망에 맞선 최후의 사투가 시작된다!",66.654,2015-09-01,6,251
775996,아웃사이드 더 와이어,False,/gGkFDz4waJJqdrnGhnaUVZZHPHR.jpg,"[[53650, 'Anthony Mackie', '/kfTwOYr3iUucmYz8kPjhYy07G2Z.jpg'], [1837297, 'Damson Idris', '/tM2rsBXd7fnNwjMNgGz4vqctlYF.jpg'], [91494, 'Enzo Cilenti', '/lGFHPUsOlAnncpZLfdFXCGq2nji.jpg'], [130414, 'Emily Beecham', '/knR5avTlO4Xnxw7Nc3xxUj3rtjh.jpg'], [125719, 'Henry Garrett', '/uVmFDIaaBNvMYC0iBCr3dFoMdfK.jpg'], [2267919, 'Kristina Tonteri-Young', '/wr9Q5IiRpKl10IuJhDmC7QXDuqz.jpg'], [90060, 'Pilou Asbæk', '/dslpTvB0HkPq1EYtzO0XiTiU7HL.jpg'], [50217, 'Michael Kelly', '/riyeGgTnSWGZGJ9k9qK38lfclz1.jpg'], [2067955, 'Brady Dowad', '/7eocfewGQibbFMIbwJU53wY9uii.jpg'], [1471612, 'Alexandra Szucs', '/hXS3pAklOnPVm6cwnoYEerpZi0D.jpg'], [2938556, 'Gábor Krausz', None], [2931841, 'Louis Boyer', '/guWHJxPHS2warOt47R73SE2VEIN.jpg'], [34515, 'Velibor Topic', '/A1bzG46kIEpNlZBLqv5jum5s7xj.jpg'], [1700678, 'Nicholas Wittman', '/vx5qk9u45rsJdwqeuLvavfq2cat.jpg'], [1874493, 'Zsolt Szentiványi', '/iWpA4qrAudoyah2MV1yyd2KqbIo.jpg'], [2938555, 'Péter Darai', None], [1350263, 'Dimiter Doichinov', '/kN2vgcZN7bhkXUX6aHD1pX0Rscf.jpg'], [2938554, 'Reda Elazouar', '/6xBo0eSlpC3C8gmVQySFr9wR5rd.jpg'], [2478458, 'Elliot Edusah', '/cqtqwlmmg13D342GmZLpgab2BcY.jpg'], [2938553, 'Tyler Kinghorn', None], [2892343, 'Robert Jackson', '/jGAL898QmnnXXkjeYhSE0WIFW4T.jpg'], [2931840, 'Christine Grace Szarkó', '/AsIZZPEVKGkPvQW7caLCEgVu8vV.jpg'], [2503065, 'Owen Good', '/sUqDeS9b5pKn4aAo0UCeBRwMYiT.jpg'], [2501938, 'Bálint Magyar', None], [1844843, 'Adam Fielding', '/j0QmUeuvi3oOLHofKXU0nXCUpk9.jpg'], [1509614, 'Karen Gagnon', '/Qq7SWS0H2A8g4E67o2XihuYpUF.jpg'], [2515096, 'Igor Szász', None], [2938552, 'André Kárpátszki', None], [1253195, 'Bobby Lockwood', '/umELfjA9r3N6YXwREFvUcXHQJt2.jpg'], [1790685, 'Csémy Balázs', '/tVpIWcRCR4FbmkX3EyR0wiSx7i4.jpg'], [2938544, 'Flóra Garai', None], [2938543, 'Tatiana González Sviridko', None], [1867244, 'Zina Esepciuc', '/1zAIIgOgxAxxLTEbxd0y3OIittu.jpg'], [2938542, 'Zámbó István', None], [2143801, 'Attila Kárpáti', None], [2534399, 'Thanh-Huy Phan', None], [2534393, 'Ferenc Iván Szabó', '/9DHdIp0BSb2acAcWUewhzdweHQK.jpg'], [2300805, 'Balázs Veres', None]]",가까운 미래 치열한 접전 지역. 드론 조종사가 원치 않게 이곳에 파견된다. 그의 지휘관은 기밀 속 존재인 사이보그. 둘은 함께 핵 공격을 막는 위험한 임무에 뛰어든다.,60.419,2021-01-15,6.4,1519
897424,다크 클라우드,False,/q1ngkvPCnOYKeyNZjg8QqvaSnuZ.jpg,"[[3307171, 'Alexys Gabrielle', '/r6seSeGNSy5BRW13tXHO3Jz7Ziu.jpg'], [1197058, 'Emily Atack', '/v6XywMaaTUsER318phFWWENJbjD.jpg'], [223920, 'Brittany Benjamin', '/wUdI0Y4ze7SW88JBIoNWkgxcFhy.jpg'], [2098486, 'Amanda Day', '/lt8jZKmfAY24sMnqnPfSeaXkfM4.jpg'], [1504076, 'Susan Chambers', '/f4fXc3aNcDjdTPdNuwZRqJCFsqn.jpg'], [87095, 'Hugo Armstrong', '/iEvscOR5Js8pXlNbCRGpD2lyXDC.jpg'], [2701435, 'Ali Daniels', None], [3307172, 'Amanda Day', None], [1039377, 'Jennifer Prettyman', None], [2424214, 'Floyd Hodges', '/34DFqP4RvVsgriVQKM1ZUOMlIVz.jpg'], [1905124, 'Justen Jones', None], [3307174, 'Anna Stranz', None], [1849472, 'Toussaint Morrison', '/hSNyH2WQvQffC1tDBChB2l217YX.jpg'], [3152898, 'Jocelyn Sanchez', None], [1979311, 'Pierse Stevens', '/xy3bNGlEVBhpW3vUIm5njCfPavR.jpg'], [3493475, 'Eve Black', None], [3654799, 'Michael J. Stalmer', None], [3152330, 'Stephen Hage', None], [1342054, 'Joel Thingvall', None], [1541606, 'Ryan J. Gilmer', None], [2075704, 'Lee Fillingsness', None], [2147467, 'Ava Justin', '/x7LqvfhcPzO88bVbl2ofdtRyHAs.jpg']]","끔찍한 사고의 여파로 재활을 위해 자발적으로 인공 지능의 대상이 되는 한 여성에 초점을 맞추며, 기계에 의존하는 세계에서 그녀는 모든 기술 발전이 인류의 최선의 관심을 염두에 두고 있는 것은 아니라는 걸 알게 된다.",69.381,2022-05-09,6.6,63
3170,밤비,False,/pWNWhbzljPJObUhXSvPbCc6RVro.jpg,"[[30161, 'Donnie Dunagan', '/sNX0mWMI9oFPErqxux0O6kiAOaU.jpg'], [31704, 'Peter Behn', '/y5jHtmdYNmw7zpfyZj94z2ZVg1s.jpg'], [31703, 'Stan Alexander', None], [11503, 'Cammie King', '/HHs0D30Rn7181EyOu7f0fyBo38.jpg'], [34279, 'Will Wright', '/pDnPco7MAXCC9PiVmuDhfcgDpKG.jpg'], [31702, 'Hardie Albright', '/qGL5I64xIbXW77eW2lGhatmS78q.jpg'], [107445, 'Ann Gillis', '/vFaBH7EuS8hEOO4R76V5Tm2aRG9.jpg'], [31707, 'Tim Davis', None], [31705, 'Sam Edwards', '/743x0QFbc8TkmbpDbxUTZ5izSgv.jpg'], [34759, 'Sterling Holloway', '/qZt4J4yj645Ted9C38DzwQiQZYc.jpg'], [5465, 'Otis Harlan', '/52f8iXnnQW8iCsO5HzEBtUGHz5X.jpg'], [31706, 'Thelma Boardman', None], [78077, 'Clarence Nash', '/x2g2hbu4RRIcn6Q5RT8gpWR1FKV.jpg'], [5463, 'Marion Darlington', None]]","평화로운 봄의 숲속. 모든 동물들은 숲속의 왕자가 될 밤비의 탄생을 축하하러 몰려온다. 모든 이들의 축복속에 밤비는 걸음마부터 점프까지 모든 것들을 배운다. 아기토끼 덤퍼와 스컹크 플라워를 사귀고 엄마 사슴과 함께 간 초원에서 암컷 아기사슴 펠린을 만나며 숲 속 생활에 적응해 간다. 그러던 여름의 어느 날, 사슴들이 일제히 달려가는 것과 뿔달린 수사슴들이 싸우는 것을 보고 덩달아 따라간 그곳에서 엄마와 함께 숲속의 왕자로 존경받는 수사슴의 위엄을 감상한다. 아름다운 뿔이 달린 커다란 수사슴은 밤비를 의미심장하게 보며 지나간다. 그러던 와중 수사슴은 사냥꾼들이 온 것을 알게 되고 사슴들을 대피시키는데...",73.376,1942-02-11,7,4886
